pizza_id,order_id,customer_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name,ingredient_names,ingredient_ids
3235,1065,2cb9a20c-c081-428a-8717-67d7a9f43a30,big_meat_s,2,03/26/2025,11:55:38,12.0,24.0,S,Classic,The Big Meat Pizza,Bacon|Pepperoni|Italian Sausage|Chorizo Sausage,8|46|34|19
3236,1065,2cb9a20c-c081-428a-8717-67d7a9f43a30,mexicana_s,2,03/26/2025,11:55:38,12.0,24.0,S,Veggie,The Mexicana Pizza,Tomatoes|Red Peppers|Jalapeno Peppers|Red Onions|Cilantro|Corn|Chipotle Sauce|Garlic,64|54|35|53|20|22|18|27
3237,1065,2cb9a20c-c081-428a-8717-67d7a9f43a30,spinach_fet_m,1,03/26/2025,11:55:38,16.0,16.0,M,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
3238,1065,2cb9a20c-c081-428a-8717-67d7a9f43a30,spinach_fet_l,1,03/26/2025,11:55:38,20.25,20.25,L,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
3239,1066,425be648-8195-4636-880e-d86e4cd8e38f,bbq_ckn_l,1,03/26/2025,07:59:37,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
3240,1066,425be648-8195-4636-880e-d86e4cd8e38f,sicilian_s,2,03/26/2025,07:59:37,12.25,24.5,S,Supreme,The Sicilian Pizza,Coarse Sicilian Salami|Tomatoes|Green Olives|Luganega Sausage|Onions|Garlic,21|64|32|37|40|27
3241,1066,425be648-8195-4636-880e-d86e4cd8e38f,peppr_salami_l,2,03/26/2025,07:59:37,20.75,41.5,L,Supreme,The Pepper Salami Pizza,Genoa Salami|Capocollo|Pepperoni|Tomatoes|Asiago Cheese|Garlic,28|15|46|64|7|27
3242,1067,71c65b56-3757-459a-ac5b-b50c76fb6a5e,veggie_veg_m,3,03/26/2025,23:11:10,16.0,48.0,M,Veggie,The Vegetables + Vegetables Pizza,Mushrooms|Tomatoes|Red Peppers|Green Peppers|Red Onions|Zucchini|Spinach|Garlic,39|64|54|33|53|65|60|27
3243,1067,71c65b56-3757-459a-ac5b-b50c76fb6a5e,ckn_pesto_s,3,03/26/2025,23:11:10,12.75,38.25,S,Chicken,The Chicken Pesto Pizza,Chicken|Tomatoes|Red Peppers|Spinach|Garlic|Pesto Sauce,17|64|54|60|27|47
3244,1068,5a2b4f14-e7ac-4b3a-bf58-688bca696e5f,thai_ckn_l,3,03/26/2025,21:09:13,20.75,62.25,L,Chicken,The Thai Chicken Pizza,Chicken|Pineapple|Tomatoes|Red Peppers|Thai Sweet Chilli Sauce,17|48|64|54|62
3245,1068,5a2b4f14-e7ac-4b3a-bf58-688bca696e5f,ital_cpcllo_m,1,03/26/2025,21:09:13,16.0,16.0,M,Classic,The Italian Capocollo Pizza,Capocollo|Red Peppers|Tomatoes|Goat Cheese|Garlic|Oregano,15|54|64|29|27|41
3246,1068,5a2b4f14-e7ac-4b3a-bf58-688bca696e5f,sicilian_m,1,03/26/2025,21:09:13,16.25,16.25,M,Supreme,The Sicilian Pizza,Coarse Sicilian Salami|Tomatoes|Green Olives|Luganega Sausage|Onions|Garlic,21|64|32|37|40|27
3247,1069,93d247e0-febe-42e4-afa9-d242bb7a2564,pepperoni_l,1,03/26/2025,10:24:25,15.25,15.25,L,Classic,The Pepperoni Pizza,Mozzarella Cheese|Pepperoni,38|46
3248,1069,93d247e0-febe-42e4-afa9-d242bb7a2564,spinach_fet_s,3,03/26/2025,10:24:25,12.0,36.0,S,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
3249,1070,43317971-4c76-44db-9b97-011579286ea5,four_cheese_m,3,03/26/2025,17:14:26,14.75,44.25,M,Veggie,The Four Cheese Pizza,Ricotta Cheese|Gorgonzola Piccante Cheese|Mozzarella Cheese|Parmigiano Reggiano Cheese|Garlic,55|30|38|43|27
3250,1070,43317971-4c76-44db-9b97-011579286ea5,spinach_fet_m,3,03/26/2025,17:14:26,16.0,48.0,M,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
3251,1070,43317971-4c76-44db-9b97-011579286ea5,the_greek_s,1,03/26/2025,17:14:26,12.0,12.0,S,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
3252,1071,c264686a-d705-4a65-9384-fd6913b7bac8,ital_supr_m,2,03/26/2025,07:24:59,16.5,33.0,M,Supreme,The Italian Supreme Pizza,Calabrese Salami|Capocollo|Tomatoes|Red Onions|Green Olives|Garlic,14|15|64|53|32|27
3253,1071,c264686a-d705-4a65-9384-fd6913b7bac8,soppressata_l,2,03/26/2025,07:24:59,20.75,41.5,L,Supreme,The Soppressata Pizza,Soppressata Salami|Fontina Cheese|Mozzarella Cheese|Mushrooms|Garlic,59|25|38|39|27
3254,1072,e2141773-bfb8-4698-a4da-2be4540c14a5,ital_supr_s,2,03/26/2025,12:27:21,12.5,25.0,S,Supreme,The Italian Supreme Pizza,Calabrese Salami|Capocollo|Tomatoes|Red Onions|Green Olives|Garlic,14|15|64|53|32|27
3255,1072,e2141773-bfb8-4698-a4da-2be4540c14a5,ckn_pesto_s,2,03/26/2025,12:27:21,12.75,25.5,S,Chicken,The Chicken Pesto Pizza,Chicken|Tomatoes|Red Peppers|Spinach|Garlic|Pesto Sauce,17|64|54|60|27|47
3256,1073,8cef9627-37e9-4bad-a5d7-69f87f291c90,pepperoni_s,2,03/26/2025,06:57:12,9.75,19.5,S,Classic,The Pepperoni Pizza,Mozzarella Cheese|Pepperoni,38|46
3257,1073,8cef9627-37e9-4bad-a5d7-69f87f291c90,sicilian_l,1,03/26/2025,06:57:12,20.25,20.25,L,Supreme,The Sicilian Pizza,Coarse Sicilian Salami|Tomatoes|Green Olives|Luganega Sausage|Onions|Garlic,21|64|32|37|40|27
3258,1073,8cef9627-37e9-4bad-a5d7-69f87f291c90,spin_pesto_l,2,03/26/2025,06:57:12,20.75,41.5,L,Veggie,The Spinach Pesto Pizza,Spinach|Artichokes|Tomatoes|Sun-dried Tomatoes|Garlic|Pesto Sauce,60|5|64|61|27|47
3259,1073,8cef9627-37e9-4bad-a5d7-69f87f291c90,the_greek_xl,2,03/26/2025,06:57:12,25.5,51.0,XL,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
3260,1073,8cef9627-37e9-4bad-a5d7-69f87f291c90,spinach_fet_l,3,03/26/2025,06:57:12,20.25,60.75,L,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
3261,1074,2a6409ee-29ac-483f-a2a7-9074fcb50191,hawaiian_l,2,03/26/2025,01:59:54,16.5,33.0,L,Classic,The Hawaiian Pizza,Sliced Ham|Pineapple|Mozzarella Cheese,57|48|38
3262,1074,2a6409ee-29ac-483f-a2a7-9074fcb50191,ckn_alfredo_m,2,03/26/2025,01:59:54,16.75,33.5,M,Chicken,The Chicken Alfredo Pizza,Chicken|Red Onions|Red Peppers|Mushrooms|Asiago Cheese|Alfredo Sauce,17|53|54|39|7|2
3263,1074,2a6409ee-29ac-483f-a2a7-9074fcb50191,green_garden_m,3,03/26/2025,01:59:54,16.0,48.0,M,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
3264,1075,bb0bc182-b8f7-4f26-b794-dca522dd4cec,prsc_argla_s,2,03/26/2025,23:37:26,12.5,25.0,S,Supreme,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele|Arugula|Mozzarella Cheese,51|6|38
3265,1076,3218db6b-84e5-453d-8de9-a966eecbacc6,calabrese_m,1,03/26/2025,21:53:27,16.25,16.25,M,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
3266,1076,3218db6b-84e5-453d-8de9-a966eecbacc6,mexicana_s,2,03/26/2025,21:53:27,12.0,24.0,S,Veggie,The Mexicana Pizza,Tomatoes|Red Peppers|Jalapeno Peppers|Red Onions|Cilantro|Corn|Chipotle Sauce|Garlic,64|54|35|53|20|22|18|27
3267,1076,3218db6b-84e5-453d-8de9-a966eecbacc6,spin_pesto_s,1,03/26/2025,21:53:27,12.5,12.5,S,Veggie,The Spinach Pesto Pizza,Spinach|Artichokes|Tomatoes|Sun-dried Tomatoes|Garlic|Pesto Sauce,60|5|64|61|27|47
3268,1076,3218db6b-84e5-453d-8de9-a966eecbacc6,veggie_veg_m,2,03/26/2025,21:53:27,16.0,32.0,M,Veggie,The Vegetables + Vegetables Pizza,Mushrooms|Tomatoes|Red Peppers|Green Peppers|Red Onions|Zucchini|Spinach|Garlic,39|64|54|33|53|65|60|27
3269,1076,3218db6b-84e5-453d-8de9-a966eecbacc6,ital_cpcllo_m,3,03/26/2025,21:53:27,16.0,48.0,M,Classic,The Italian Capocollo Pizza,Capocollo|Red Peppers|Tomatoes|Goat Cheese|Garlic|Oregano,15|54|64|29|27|41
3270,1077,ff29ece6-95da-4800-acd2-b14950a339dd,mediterraneo_l,2,03/26/2025,01:17:55,20.25,40.5,L,Veggie,The Mediterranean Pizza,Spinach|Artichokes|Kalamata Olives|Sun-dried Tomatoes|Feta Cheese|Plum Tomatoes|Red Onions,60|5|36|61|24|49|53
3271,1077,ff29ece6-95da-4800-acd2-b14950a339dd,green_garden_s,2,03/26/2025,01:17:55,12.0,24.0,S,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
3272,1078,caeef68b-06c8-4765-8546-386d5d004301,spinach_fet_s,2,03/26/2025,03:01:47,12.0,24.0,S,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
3273,1078,caeef68b-06c8-4765-8546-386d5d004301,ckn_pesto_m,2,03/26/2025,03:01:47,16.75,33.5,M,Chicken,The Chicken Pesto Pizza,Chicken|Tomatoes|Red Peppers|Spinach|Garlic|Pesto Sauce,17|64|54|60|27|47
3274,1078,caeef68b-06c8-4765-8546-386d5d004301,calabrese_m,3,03/26/2025,03:01:47,16.25,48.75,M,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
3275,1079,1b221ed8-52ce-4d81-a181-c5317da12a7c,thai_ckn_l,3,03/26/2025,18:36:11,20.75,62.25,L,Chicken,The Thai Chicken Pizza,Chicken|Pineapple|Tomatoes|Red Peppers|Thai Sweet Chilli Sauce,17|48|64|54|62
3276,1080,95f0298e-000f-4cb9-9ccf-d01c941bb7c5,calabrese_s,2,03/26/2025,23:53:40,12.25,24.5,S,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
3277,1081,531465bc-638f-4adb-9b47-cf0c1dc55550,thai_ckn_m,2,03/26/2025,20:46:01,16.75,33.5,M,Chicken,The Thai Chicken Pizza,Chicken|Pineapple|Tomatoes|Red Peppers|Thai Sweet Chilli Sauce,17|48|64|54|62
3278,1081,531465bc-638f-4adb-9b47-cf0c1dc55550,the_greek_l,2,03/26/2025,20:46:01,20.5,41.0,L,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
3279,1082,a7bab6b5-f214-41e5-adb1-ddc2d6eb6e74,green_garden_m,3,03/26/2025,04:52:54,16.0,48.0,M,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
3280,1082,a7bab6b5-f214-41e5-adb1-ddc2d6eb6e74,green_garden_m,2,03/26/2025,04:52:54,16.0,32.0,M,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
3281,1082,a7bab6b5-f214-41e5-adb1-ddc2d6eb6e74,hawaiian_m,2,03/26/2025,04:52:54,13.25,26.5,M,Classic,The Hawaiian Pizza,Sliced Ham|Pineapple|Mozzarella Cheese,57|48|38
3282,1082,a7bab6b5-f214-41e5-adb1-ddc2d6eb6e74,spin_pesto_s,3,03/26/2025,04:52:54,12.5,37.5,S,Veggie,The Spinach Pesto Pizza,Spinach|Artichokes|Tomatoes|Sun-dried Tomatoes|Garlic|Pesto Sauce,60|5|64|61|27|47
3283,1082,a7bab6b5-f214-41e5-adb1-ddc2d6eb6e74,southw_ckn_m,3,03/26/2025,04:52:54,16.75,50.25,M,Chicken,The Southwest Chicken Pizza,Chicken|Tomatoes|Red Peppers|Red Onions|Jalapeno Peppers|Corn|Cilantro|Chipotle Sauce,17|64|54|53|35|22|20|18
3284,1083,35292459-521c-4d3a-a786-3b68116663fc,calabrese_m,3,03/27/2025,04:30:54,16.25,48.75,M,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
3285,1083,35292459-521c-4d3a-a786-3b68116663fc,the_greek_s,1,03/27/2025,04:30:54,12.0,12.0,S,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
3286,1083,35292459-521c-4d3a-a786-3b68116663fc,hawaiian_m,1,03/27/2025,04:30:54,13.25,13.25,M,Classic,The Hawaiian Pizza,Sliced Ham|Pineapple|Mozzarella Cheese,57|48|38
3287,1083,35292459-521c-4d3a-a786-3b68116663fc,spinach_fet_l,3,03/27/2025,04:30:54,20.25,60.75,L,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
3288,1083,35292459-521c-4d3a-a786-3b68116663fc,southw_ckn_s,1,03/27/2025,04:30:54,12.75,12.75,S,Chicken,The Southwest Chicken Pizza,Chicken|Tomatoes|Red Peppers|Red Onions|Jalapeno Peppers|Corn|Cilantro|Chipotle Sauce,17|64|54|53|35|22|20|18
3289,1084,359ce707-dfea-41f8-be3e-8689b460486f,calabrese_s,2,03/27/2025,00:05:05,12.25,24.5,S,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
3290,1084,359ce707-dfea-41f8-be3e-8689b460486f,calabrese_m,2,03/27/2025,00:05:05,16.25,32.5,M,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
3291,1084,359ce707-dfea-41f8-be3e-8689b460486f,peppr_salami_l,3,03/27/2025,00:05:05,20.75,62.25,L,Supreme,The Pepper Salami Pizza,Genoa Salami|Capocollo|Pepperoni|Tomatoes|Asiago Cheese|Garlic,28|15|46|64|7|27
3292,1084,359ce707-dfea-41f8-be3e-8689b460486f,ital_cpcllo_l,3,03/27/2025,00:05:05,20.5,61.5,L,Classic,The Italian Capocollo Pizza,Capocollo|Red Peppers|Tomatoes|Goat Cheese|Garlic|Oregano,15|54|64|29|27|41
3293,1084,359ce707-dfea-41f8-be3e-8689b460486f,spinach_supr_m,1,03/27/2025,00:05:05,16.5,16.5,M,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
3294,1085,ed5f2f3e-8bef-4da7-b30c-90c3fa5f40ea,southw_ckn_s,1,03/27/2025,15:26:33,12.75,12.75,S,Chicken,The Southwest Chicken Pizza,Chicken|Tomatoes|Red Peppers|Red Onions|Jalapeno Peppers|Corn|Cilantro|Chipotle Sauce,17|64|54|53|35|22|20|18
3295,1085,ed5f2f3e-8bef-4da7-b30c-90c3fa5f40ea,spinach_fet_l,1,03/27/2025,15:26:33,20.25,20.25,L,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
3296,1085,ed5f2f3e-8bef-4da7-b30c-90c3fa5f40ea,cali_ckn_l,2,03/27/2025,15:26:33,20.75,41.5,L,Chicken,The California Chicken Pizza,Chicken|Artichoke|Spinach|Garlic|Jalapeno Peppers|Fontina Cheese|Gouda Cheese,17|4|60|27|35|25|31
3297,1085,ed5f2f3e-8bef-4da7-b30c-90c3fa5f40ea,spin_pesto_m,2,03/27/2025,15:26:33,16.5,33.0,M,Veggie,The Spinach Pesto Pizza,Spinach|Artichokes|Tomatoes|Sun-dried Tomatoes|Garlic|Pesto Sauce,60|5|64|61|27|47
3298,1086,7863e37d-24c8-4e18-8730-ea7e2a65606d,spin_pesto_s,2,03/27/2025,09:01:20,12.5,25.0,S,Veggie,The Spinach Pesto Pizza,Spinach|Artichokes|Tomatoes|Sun-dried Tomatoes|Garlic|Pesto Sauce,60|5|64|61|27|47
3299,1086,7863e37d-24c8-4e18-8730-ea7e2a65606d,the_greek_m,1,03/27/2025,09:01:20,16.0,16.0,M,Classic,The Greek Pizza,Kalamata Olives|Feta Cheese|Tomatoes|Garlic|Beef Chuck Roast|Red Onions,36|24|64|27|11|53
3300,1087,7d4b9dcb-d4ff-42fa-9c58-5657c61f4954,pep_msh_pep_m,1,03/27/2025,01:28:03,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Pepperoni|Mushrooms|Green Peppers,46|39|33
3301,1087,7d4b9dcb-d4ff-42fa-9c58-5657c61f4954,big_meat_s,2,03/27/2025,01:28:03,12.0,24.0,S,Classic,The Big Meat Pizza,Bacon|Pepperoni|Italian Sausage|Chorizo Sausage,8|46|34|19
3302,1087,7d4b9dcb-d4ff-42fa-9c58-5657c61f4954,mexicana_m,1,03/27/2025,01:28:03,16.0,16.0,M,Veggie,The Mexicana Pizza,Tomatoes|Red Peppers|Jalapeno Peppers|Red Onions|Cilantro|Corn|Chipotle Sauce|Garlic,64|54|35|53|20|22|18|27
3303,1088,aaf5c146-21c8-45ac-b860-06773fca5a74,spicy_ital_l,1,03/27/2025,17:00:26,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Capocollo|Tomatoes|Goat Cheese|Artichokes|Peperoncini verdi|Garlic,15|64|29|5|45|27
3304,1089,598904ac-fa48-43af-8fe9-41388451ae53,calabrese_l,3,03/27/2025,01:53:26,20.25,60.75,L,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
3305,1089,598904ac-fa48-43af-8fe9-41388451ae53,brie_carre_s,1,03/27/2025,01:53:26,23.65,23.65,S,Supreme,The Brie Carre Pizza,Brie Carre Cheese|Prosciutto|Caramelized Onions|Pears|Thyme|Garlic,13|50|16|44|63|27
3306,1090,e039c2ef-fe4c-4d60-97ee-99d043299f0e,spinach_supr_l,1,03/27/2025,04:55:44,20.75,20.75,L,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
3307,1091,307c1987-6a72-4fcf-8585-c656da879a8e,ital_cpcllo_m,1,03/27/2025,00:05:49,16.0,16.0,M,Classic,The Italian Capocollo Pizza,Capocollo|Red Peppers|Tomatoes|Goat Cheese|Garlic|Oregano,15|54|64|29|27|41
3308,1091,307c1987-6a72-4fcf-8585-c656da879a8e,spinach_supr_m,2,03/27/2025,00:05:49,16.5,33.0,M,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
3309,1091,307c1987-6a72-4fcf-8585-c656da879a8e,calabrese_l,1,03/27/2025,00:05:49,20.25,20.25,L,Supreme,The Calabrese Pizza,?duja Salami|Pancetta|Tomatoes|Red Onions|Friggitello Peppers|Garlic,1|42|64|53|26|27
3310,1092,f1c1c41c-e3ac-4d0f-9604-06a648c54aa4,ital_supr_s,2,03/27/2025,02:11:29,12.5,25.0,S,Supreme,The Italian Supreme Pizza,Calabrese Salami|Capocollo|Tomatoes|Red Onions|Green Olives|Garlic,14|15|64|53|32|27
3311,1092,f1c1c41c-e3ac-4d0f-9604-06a648c54aa4,pepperoni_s,2,03/27/2025,02:11:29,9.75,19.5,S,Classic,The Pepperoni Pizza,Mozzarella Cheese|Pepperoni,38|46
3312,1092,f1c1c41c-e3ac-4d0f-9604-06a648c54aa4,ckn_alfredo_s,3,03/27/2025,02:11:29,12.75,38.25,S,Chicken,The Chicken Alfredo Pizza,Chicken|Red Onions|Red Peppers|Mushrooms|Asiago Cheese|Alfredo Sauce,17|53|54|39|7|2
3313,1093,2f771a5a-3d76-48e3-985b-b7e91e092c46,ckn_pesto_m,2,03/27/2025,06:52:45,16.75,33.5,M,Chicken,The Chicken Pesto Pizza,Chicken|Tomatoes|Red Peppers|Spinach|Garlic|Pesto Sauce,17|64|54|60|27|47
3314,1093,2f771a5a-3d76-48e3-985b-b7e91e092c46,thai_ckn_s,2,03/27/2025,06:52:45,12.75,25.5,S,Chicken,The Thai Chicken Pizza,Chicken|Pineapple|Tomatoes|Red Peppers|Thai Sweet Chilli Sauce,17|48|64|54|62
3315,1093,2f771a5a-3d76-48e3-985b-b7e91e092c46,bbq_ckn_m,2,03/27/2025,06:52:45,16.75,33.5,M,Chicken,The Barbecue Chicken Pizza,Barbecued Chicken|Red Peppers|Green Peppers|Tomatoes|Red Onions|Barbecue Sauce,10|54|33|64|53|9
3316,1094,e6f8c385-212d-4519-ade9-cff1b2fb8c19,green_garden_l,1,03/27/2025,19:33:39,20.25,20.25,L,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
3317,1094,e6f8c385-212d-4519-ade9-cff1b2fb8c19,mediterraneo_m,2,03/27/2025,19:33:39,16.0,32.0,M,Veggie,The Mediterranean Pizza,Spinach|Artichokes|Kalamata Olives|Sun-dried Tomatoes|Feta Cheese|Plum Tomatoes|Red Onions,60|5|36|61|24|49|53
3318,1094,e6f8c385-212d-4519-ade9-cff1b2fb8c19,spinach_fet_m,3,03/27/2025,19:33:39,16.0,48.0,M,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
3319,1095,7b4010bf-8e77-489c-83e9-0056299e9429,napolitana_m,2,03/27/2025,11:02:17,16.0,32.0,M,Classic,The Napolitana Pizza,Tomatoes|Anchovies|Green Olives|Red Onions|Garlic,64|3|32|53|27
3320,1095,7b4010bf-8e77-489c-83e9-0056299e9429,spinach_supr_m,1,03/27/2025,11:02:17,16.5,16.5,M,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
3321,1095,7b4010bf-8e77-489c-83e9-0056299e9429,napolitana_l,3,03/27/2025,11:02:17,20.5,61.5,L,Classic,The Napolitana Pizza,Tomatoes|Anchovies|Green Olives|Red Onions|Garlic,64|3|32|53|27
3322,1095,7b4010bf-8e77-489c-83e9-0056299e9429,spinach_fet_m,2,03/27/2025,11:02:17,16.0,32.0,M,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
3323,1095,7b4010bf-8e77-489c-83e9-0056299e9429,spinach_fet_m,1,03/27/2025,11:02:17,16.0,16.0,M,Veggie,The Spinach and Feta Pizza,Spinach|Mushrooms|Red Onions|Feta Cheese|Garlic,60|39|53|24|27
3324,1096,5a62f2b9-646a-4b84-b570-661ca33a139f,peppr_salami_s,1,03/27/2025,09:24:59,12.5,12.5,S,Supreme,The Pepper Salami Pizza,Genoa Salami|Capocollo|Pepperoni|Tomatoes|Asiago Cheese|Garlic,28|15|46|64|7|27
3325,1096,5a62f2b9-646a-4b84-b570-661ca33a139f,pep_msh_pep_s,3,03/27/2025,09:24:59,11.0,33.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Pepperoni|Mushrooms|Green Peppers,46|39|33
3326,1097,b7e724fa-e305-48e7-83e6-47fa9aba9416,pepperoni_s,3,03/27/2025,07:46:20,9.75,29.25,S,Classic,The Pepperoni Pizza,Mozzarella Cheese|Pepperoni,38|46
3327,1097,b7e724fa-e305-48e7-83e6-47fa9aba9416,soppressata_m,2,03/27/2025,07:46:20,16.5,33.0,M,Supreme,The Soppressata Pizza,Soppressata Salami|Fontina Cheese|Mozzarella Cheese|Mushrooms|Garlic,59|25|38|39|27
3328,1097,b7e724fa-e305-48e7-83e6-47fa9aba9416,ital_cpcllo_s,1,03/27/2025,07:46:20,12.0,12.0,S,Classic,The Italian Capocollo Pizza,Capocollo|Red Peppers|Tomatoes|Goat Cheese|Garlic|Oregano,15|54|64|29|27|41
3329,1097,b7e724fa-e305-48e7-83e6-47fa9aba9416,ital_cpcllo_l,3,03/27/2025,07:46:20,20.5,61.5,L,Classic,The Italian Capocollo Pizza,Capocollo|Red Peppers|Tomatoes|Goat Cheese|Garlic|Oregano,15|54|64|29|27|41
3330,1098,3d0d96e7-a6da-4e11-a509-76b813d466f5,spinach_supr_m,1,03/27/2025,06:34:19,16.5,16.5,M,Supreme,The Spinach Supreme Pizza,Spinach|Red Onions|Pepperoni|Tomatoes|Artichokes|Kalamata Olives|Garlic|Asiago Cheese,60|53|46|64|5|36|27|7
3331,1098,3d0d96e7-a6da-4e11-a509-76b813d466f5,pep_msh_pep_s,1,03/27/2025,06:34:19,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Pepperoni|Mushrooms|Green Peppers,46|39|33
3332,1098,3d0d96e7-a6da-4e11-a509-76b813d466f5,pepperoni_l,1,03/27/2025,06:34:19,15.25,15.25,L,Classic,The Pepperoni Pizza,Mozzarella Cheese|Pepperoni,38|46
3333,1098,3d0d96e7-a6da-4e11-a509-76b813d466f5,green_garden_l,3,03/27/2025,06:34:19,20.25,60.75,L,Veggie,The Green Garden Pizza,Spinach|Mushrooms|Tomatoes|Green Olives|Feta Cheese,60|39|64|32|24
3334,1098,3d0d96e7-a6da-4e11-a509-76b813d466f5,pepperoni_s,2,03/27/2025,06:34:19,9.75,19.5,S,Classic,The Pepperoni Pizza,Mozzarella Cheese|Pepperoni,38|46
3335,1099,d22d5688-a269-41b0-b76e-a64a67600f39,mexicana_m,3,03/27/2025,14:12:42,16.0,48.0,M,Veggie,The Mexicana Pizza,Tomatoes|Red Peppers|Jalapeno Peppers|Red Onions|Cilantro|Corn|Chipotle Sauce|Garlic,64|54|35|53|20|22|18|27
3336,1099,d22d5688-a269-41b0-b76e-a64a67600f39,ital_veggie_l,2,03/27/2025,14:12:42,21.0,42.0,L,Veggie,The Italian Vegetables Pizza,Eggplant|Artichokes|Tomatoes|Zucchini|Red Peppers|Garlic|Pesto Sauce,23|5|64|65|54|27|47
3337,1099,d22d5688-a269-41b0-b76e-a64a67600f39,napolitana_m,3,03/27/2025,14:12:42,16.0,48.0,M,Classic,The Napolitana Pizza,Tomatoes|Anchovies|Green Olives|Red Onions|Garlic,64|3|32|53|27
